sample_id,chr2_DMR_182,chr17_DMR_544,chr17_DMR_735,chr19_DMR_21
GSE147221_3998998212_R02C01,-0.831234630635266,1.3099737799682,-4.04305914928334,0.745057220488377
GSE147221_200379120129_R02C01,-2.2020206404432,1.30300577689148,-3.9775566952843,1.31910398981357
GSE80417_9980092131_R02C01,-2.26226629493958,0.807120498094593,-3.97847199568155,1.3560894968217
GSE80417_9971851035_R01C01,-1.32019552126267,1.81662469728151,-3.9397450012682,0.288677602901345
GSE147221_200379120023_R06C01,-2.43618457299923,-0.0931578044750806,-3.88530472517363,1.64082696376834
GSE80417_9980102025_R06C01,-1.3699532677207,1.73809267949716,-4.05589696199731,0.736007715146849
GSE84727_3998609023_R03C02,-1.83599188221801,0.602461608140177,-3.99382323678389,1.55053185874337
GSE80417_9976861013_R06C02,-1.52266609068111,1.60650589388078,-3.93346322192594,0.955670414905208
GSE147221_200379120129_R01C02,-1.59838134146952,1.50064469594992,-3.93253566183489,0.54568253119629
GSE84727_3998609042_R03C02,-1.5709038311763,0.782362429174958,-4.01875663411403,1.12482118692466
GSE147221_200379120013_R01C02,-1.7262203222655,1.19076044395225,-3.9648186187194,1.16370287141142
GSE147221_200379120083_R03C02,-1.47790919558596,1.16434447776736,-3.9806399669152,0.757836725879205
GSE84727_101103430063_R03C02,-2.75426572262881,0.314666584129115,-3.90816993385462,1.42030115204035
GSE84727_3998928098_R03C01,-1.51502292452193,1.08168601531886,-3.9140081733865,0.765264296229825
GSE147221_200379120156_R04C01,-1.78183386965573,0.231447787751593,-4.10721427726001,1.15282274657901
GSE80417_9980092138_R05C02,-1.99448369218406,1.23691377660666,-3.91101245377033,0.97924670613525
GSE147221_200379120054_R05C02,-1.84387457064712,1.2463883406209,-4.07751334723071,0.409447461777358
GSE80417_9806233080_R05C02,-2.05222035104926,0.537021822243503,-3.97748955158381,1.11349723197185
GSE152027_10005833128_R03C02,-1.5665503539448,0.855810256371446,-3.916004754689,1.39083398789544
GSE147221_200049730116_R03C02,-0.939463096664615,1.74731723205236,-3.98179026373575,0.0583128840967124
GSE147221_200090280128_R03C02,-1.69392582598695,1.08045731562299,-3.90004548150932,1.32841090593946
GSE84727_101103430063_R05C01,-1.37574234409835,1.082249072758,-3.96313072512934,0.31566003923605
